Source,Category or Key Word,NAICS 6 Code,NAICS 6 Title
Google Maps,main customs office,928120,International Affairs 
Google Maps,customs office,928120,International Affairs 
Google Maps,customs department,928120,International Affairs 
Google Maps,coast guard station,928120,International Affairs 
Google Maps,embassy,928120,International Affairs 
Google Maps,foreign consulate,928120,International Affairs 
Overture,passport and visa services,928120,International Affairs 
Overture,visa agent,928120,International Affairs 
Google Maps,National Security,928110,National Security 
Google Maps,Military and International Affairs,928110,National Security 
Google Maps,International Affairs,928110,National Security 
Google Maps,Armed Forces,928110,National Security 
Google Maps,Military training school ,928110,National Security 
Google Maps,Air Force,928110,National Security 
Google Maps,National Guard,928110,National Security 
Google Maps,Military training schools ,928110,National Security 
Google Maps,Military police,928110,National Security 
Google Maps,Military courts,928110,National Security 
Google Maps,Marine Corps,928110,National Security 
Google Maps,Army,928110,National Security 
Google Maps,military,928110,National Security 
Google Maps,marine self defense force,928110,National Security 
Google Maps,military board,928110,National Security 
Google Maps,military town,928110,National Security 
Google Maps,marines facility,928110,National Security 
Google Maps,naval base,928110,National Security 
Google Maps,air force base,928110,National Security 
Google Maps,military residence,928110,National Security 
Google Maps,army facility,928110,National Security 
Google Maps,military base,928110,National Security 
Google Maps,military recruiting office,928110,National Security 
Overture,armed forces branch,928110,National Security 
Overture,national security services,928110,National Security 
Google Maps,Space Research and Technology,927110,Space Research and Technology 
Google Maps,Space Research,927110,Space Research and Technology 
Google Maps,"Banking regulatory agency, public administration",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Alcoholic beverage control boards, public administration",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Licensing and permit issuance for professional occupations, government",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Licensing and permit issuance for business operations, government",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Labor management negotiations boards, government",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Insurance commissions, government",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Building inspections, government",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,"Banking regulatory agencies, public administration",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,sanitary inspection,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Overture,automobile registration service,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Overture,car inspection,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Overture,emissions inspection,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
Google Maps,Utilities Administration,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities "
Overture,public utility company,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities "
Google Maps,Transportation Programs,926120,Regulation and Administration of Transportation Programs 
Google Maps,city department of transportation,926120,Regulation and Administration of Transportation Programs 
Google Maps,port authority,926120,Regulation and Administration of Transportation Programs 
Google Maps,transportation infrastructure,926120,Regulation and Administration of Transportation Programs 
Google Maps,state department of transportation,926120,Regulation and Administration of Transportation Programs 
Google Maps,department of transportation,926120,Regulation and Administration of Transportation Programs 
Overture,railway service,926120,Regulation and Administration of Transportation Programs 
Overture,public transportation,926120,Regulation and Administration of Transportation Programs 
LinkedIn,Logistics And Supply Chain,926120,Regulation and Administration of Transportation Programs 
Google Maps,Economic Programs,926110,Administration of General Economic Programs 
Google Maps,"Small business development agency, public administration",926110,Administration of General Economic Programs 
Google Maps,"General economics statistical agency, public administration",926110,Administration of General Economic Programs 
Google Maps,"Economic development agency, government",926110,Administration of General Economic Programs 
Google Maps,"Consumer protection offices, public administration",926110,Administration of General Economic Programs 
Google Maps,"Trade commissions, government",926110,Administration of General Economic Programs 
Google Maps,"Small business development agencies, public administration",926110,Administration of General Economic Programs 
Google Maps,"General economics statistical agencies, public administration",926110,Administration of General Economic Programs 
Google Maps,"Economic development agencies, government",926110,Administration of General Economic Programs 
Google Maps,municipal department of tourism,926110,Administration of General Economic Programs 
Google Maps,government economic program,926110,Administration of General Economic Programs 
Google Maps,economic development agency,926110,Administration of General Economic Programs 
Overture,department of social service,926110,Administration of General Economic Programs 
Google Maps,Urban Planning,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,Housing and Community Development,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,Community Development and Urban Planning,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,Community Development,925120,Administration of Urban Planning and Community and Rural Development
Non Business,housing,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,land planning authority,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,immigration & naturalization service,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,urban planning department,925120,Administration of Urban Planning and Community and Rural Development
Google Maps,Housing Programs,925110,Administration of Housing Programs 
Google Maps,department of housing,925110,Administration of Housing Programs 
Google Maps,state department housing and urban development,925110,Administration of Housing Programs 
Google Maps,municipal department housing and urban development,925110,Administration of Housing Programs 
Google Maps,housing authority,925110,Administration of Housing Programs 
Overture,housing authorities,925110,Administration of Housing Programs 
Overture,low income housing,925110,Administration of Housing Programs 
Google Maps,Conservation Programs,924120,Administration of Conservation Programs 
Google Maps,environment office,924120,Administration of Conservation Programs 
Google Maps,superfund site,924120,Administration of Conservation Programs 
Non Business,national forest,924120,Administration of Conservation Programs 
Google Maps,animal control service,924120,Administration of Conservation Programs 
Google Maps,conservation department,924120,Administration of Conservation Programs 
Non Business,waters,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,Water Treatment,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,Waste Program Management,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,Environmental Quality Programs,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,"Air, Water, and Waste Program Management",924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Non Business,Air,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,"Environmental protection program administration, public administration",924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,"Water control and quality program administration, public administration",924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,"Pollution control program administration, public administration",924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,"Waste management program administration, public administration",924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Non Business,water,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
Google Maps,veterans affairs department,923140,Administration of Veterans' Affairs 
Google Maps,social workers,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,Public Assistance Programs,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,Human Services,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,Health Services,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,Health and Human Services,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,state employment department,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,unemployment office,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,department of social services,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Overture,social security services,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
Google Maps,Public Health,923120,Administration of Public Health Programs 
Google Maps,"Communicable disease program administration, public administration",923120,Administration of Public Health Programs 
Google Maps,"Public health program administration, nonoperating, public administration",923120,Administration of Public Health Programs 
Google Maps,"Mental health program administration, public administration",923120,Administration of Public Health Programs 
Google Maps,"Health program administration, public administration",923120,Administration of Public Health Programs 
Google Maps,"Coroners' offices, public administration",923120,Administration of Public Health Programs 
Google Maps,state archive,923120,Administration of Public Health Programs 
Google Maps,military archive,923120,Administration of Public Health Programs 
Google Maps,medical examiner,923120,Administration of Public Health Programs 
Google Maps,public health department,923120,Administration of Public Health Programs 
Overture,community health center,923120,Administration of Public Health Programs 
Overture,health department,923120,Administration of Public Health Programs 
Overture,public health clinic,923120,Administration of Public Health Programs 
Google Maps,Education Administration Programs,923110,Administration of Education Programs 
Google Maps,"Education offices, nonoperating, public administration",923110,Administration of Education Programs 
Google Maps,"University regents or boards, government",923110,Administration of Education Programs 
Google Maps,State education departments,923110,Administration of Education Programs 
Google Maps,"Education statistics centers, government",923110,Administration of Education Programs 
LinkedIn,Program Development,923110,Administration of Education Programs 
Google Maps,court executive officers,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,Public Safety,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,"Consumer product safety commissions, public administration",922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,"Public safety bureaus and statistics centers, government",922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,"Emergency planning and management offices, government",922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,"Disaster preparedness and management offices, government",922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,emergency services,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,emergency management ministry,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,emergency call booth,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,department of public safety,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,public safety office,922190,"Other Justice, Public Order, and Safety Activities "
Overture,child protection service,922190,"Other Justice, Public Order, and Safety Activities "
Overture,immigration and naturalization,922190,"Other Justice, Public Order, and Safety Activities "
Google Maps,Fire Protection,922160,Fire Protection 
Google Maps,Fire,922160,Fire Protection 
Google Maps,rescue squad,922160,Fire Protection 
Google Maps,fire station,922160,Fire Protection 
Overture,Voluntary fire brigade,922160,Fire Protection 
Overture,fire department,922160,Fire Protection 
Google Maps,Probation,922150,Parole Offices and Probation Offices 
Google Maps,"Parole, Probation",922150,Parole Offices and Probation Offices 
Google Maps,Parole,922150,Parole Offices and Probation Offices 
Google Maps,probation office,922150,Parole Offices and Probation Offices 
Google Maps,Corrections Facility,922140,Correctional Institutions 
Google Maps,Correctional IInstitutions,922140,Correctional Institutions 
Google Maps,Correctional Institute,922140,Correctional Institutions 
Google Maps,Prisons,922140,Correctional Institutions 
Google Maps,Penitentiary,922140,Correctional Institutions 
Google Maps,Jail,922140,Correctional Institutions 
Google Maps,detention center,922140,Correctional Institutions 
Google Maps,juvenile detention center,922140,Correctional Institutions 
Google Maps,prison,922140,Correctional Institutions 
Overture,jail and prison,922140,Correctional Institutions 
LinkedIn,Correctional Institutions,922140,Correctional Institutions 
Google Maps,Prosecution,922130,Legal Counsel and Prosecution 
Google Maps,Legal Counsel,922130,Legal Counsel and Prosecution 
Google Maps,Administration of Justice,922130,Legal Counsel and Prosecution 
Google Maps,Attorney generals' offices,922130,Legal Counsel and Prosecution 
Google Maps,Public prosecutors' offices,922130,Legal Counsel and Prosecution 
Google Maps,Public defenders' offices,922130,Legal Counsel and Prosecution 
Google Maps,District attorneys' offices,922130,Legal Counsel and Prosecution 
Google Maps,public prosecutors office,922130,Legal Counsel and Prosecution 
Google Maps,justice of the peace,922130,Legal Counsel and Prosecution 
Google Maps,justice department,922130,Legal Counsel and Prosecution 
Google Maps,public defender's office,922130,Legal Counsel and Prosecution 
Google Maps,district attorney,922130,Legal Counsel and Prosecution 
Overture,public adjuster,922130,Legal Counsel and Prosecution 
Google Maps,Law Enforcement,922120,Police Protection 
Google Maps,police,922120,Police Protection 
Google Maps,traffic police station,922120,Police Protection 
Google Maps,traffic officer,922120,Police Protection 
Google Maps,federal police,922120,Police Protection 
Google Maps,highway patrol,922120,Police Protection 
Google Maps,civil police,922120,Police Protection 
Google Maps,police station,922120,Police Protection 
Google Maps,state police,922120,Police Protection 
Google Maps,sheriff's department,922120,Police Protection 
Google Maps,police department,922120,Police Protection 
Overture,Carabinieri police,922120,Police Protection 
Overture,Guardia Civil,922120,Police Protection 
Google Maps,Courts of Law,922110,Courts 
Google Maps,Court,922110,Courts 
Google Maps,superior courts,922110,Courts 
Google Maps,criminal court,922110,Courts 
Google Maps,family court,922110,Courts 
Google Maps,juvenile court,922110,Courts 
Google Maps,supreme court,922110,Courts 
Google Maps,court executive officer,922110,Courts 
Google Maps,magistrates' court,922110,Courts 
Google Maps,district court,922110,Courts 
Google Maps,district justice,922110,Courts 
Google Maps,federal courthouse,922110,Courts 
Google Maps,courthouse,922110,Courts 
Google Maps,city courthouse,922110,Courts 
Google Maps,county court,922110,Courts 
LinkedIn,Judiciary,922110,Courts 
Google Maps,district office,921190,Other General Government Support
Google Maps,board of education,921190,Other General Government Support
Google Maps,license bureau,921190,Other General Government Support
Google Maps,driver's license office,921190,Other General Government Support
Google Maps,council,921190,Other General Government Support
Google Maps,auto tag agency,921190,Other General Government Support
Google Maps,city clerk's office,921190,Other General Government Support
Overture,Visa and passport office,921190,Other General Government Support
Overture,board of education offices,921190,Other General Government Support
Overture,school district offices,921190,Other General Government Support
Overture,office of vital records,921190,Other General Government Support
Google Maps,Government Administration,921190,Other General Government Support
Google Maps,"Supply agency, government",921190,Other General Government Support
Google Maps,"General service departments, government",921190,Other General Government Support
Google Maps,Civil rights commissions,921190,Other General Government Support
Google Maps,"Supply agencies, government",921190,Other General Government Support
Google Maps,"Personnel offices, government",921190,Other General Government Support
Google Maps,"General services departments, government",921190,Other General Government Support
Google Maps,Civil service commissions,921190,Other General Government Support
Google Maps,public works department,921190,Other General Government Support
Google Maps,government,921190,Other General Government Support
Google Maps,federal government office,921190,Other General Government Support
Overture,public service and government,921190,Other General Government Support
Overture,federal government offices,921190,Other General Government Support
Overture,town hall,921190,Other General Government Support
Overture,weather station,921190,Other General Government Support
Overture,public phones,921190,Other General Government Support
Google Maps,tribal headquarters,921150,American Indian and Alaska Native Tribal Governments 
Google Maps,Public Policy Offices,921140,"Executive and Legislative Offices, Combined "
Overture,central government office,921140,"Executive and Legislative Offices, Combined "
Overture,local and state government offices,921140,"Executive and Legislative Offices, Combined "
LinkedIn,Public Policy,921140,"Executive and Legislative Offices, Combined "
Google Maps,state department finance,921130,Public Finance Activities 
Google Maps,municipal department finance,921130,Public Finance Activities 
Google Maps,social security financial department,921130,Public Finance Activities 
Google Maps,tax assessor,921130,Public Finance Activities 
Google Maps,tax collector's office,921130,Public Finance Activities 
Google Maps,social security office,921130,Public Finance Activities 
Google Maps,tax department,921130,Public Finance Activities 
Google Maps,city tax office,921130,Public Finance Activities 
Overture,public and government association,921130,Public Finance Activities 
Overture,pension,921130,Public Finance Activities 
Overture,tax office,921130,Public Finance Activities 
Google Maps,Senate,921120,Legislative Bodies 
Google Maps,"Legislature, Senate",921120,Legislative Bodies 
Google Maps,Legislature,921120,Legislative Bodies 
Google Maps,Legislative Offices,921120,Legislative Bodies 
Google Maps,regional council,921120,Legislative Bodies 
Google Maps,resident registration office,921120,Legislative Bodies 
Google Maps,registration office,921120,Legislative Bodies 
Google Maps,voter registration office,921120,Legislative Bodies 
Google Maps,passport office,921120,Legislative Bodies 
Google Maps,department of motor vehicles,921120,Legislative Bodies 
Overture,District council,921120,Legislative Bodies 
Overture,Driver and vehicle licensing agency,921120,Legislative Bodies 
Overture,Land registry office,921120,Legislative Bodies 
LinkedIn,Legislative Office,921120,Legislative Bodies 
Google Maps,"Mayor, Governor, city, state of, municipal, county",921110,Executive Offices 
Google Maps,Mayor,921110,Executive Offices 
Google Maps,Executive Offices,921110,Executive Offices 
Google Maps,County ,921110,Executive Offices 
Google Maps,city,921110,Executive Offices 
Google Maps,federal agency for technical relief,921110,Executive Offices 
Google Maps,school district office,921110,Executive Offices 
Google Maps,state office of education,921110,Executive Offices 
Google Maps,dept of city treasure,921110,Executive Offices 
Google Maps,city employment department,921110,Executive Offices 
Google Maps,legal affairs bureau,921110,Executive Offices 
Google Maps,city department of environment,921110,Executive Offices 
Google Maps,city or town hall,921110,Executive Offices 
Google Maps,birth certificate service,921110,Executive Offices 
Google Maps,city district office,921110,Executive Offices 
Google Maps,ministry of education,921110,Executive Offices 
Google Maps,city department of public safety,921110,Executive Offices 
Google Maps,marriage license bureau,921110,Executive Offices 
Google Maps,regional government office,921110,Executive Offices 
Google Maps,registry office,921110,Executive Offices 
Google Maps,municipal corporation,921110,Executive Offices 
Google Maps,city administration,921110,Executive Offices 
Google Maps,village hall,921110,Executive Offices 
Google Maps,municipal administration office,921110,Executive Offices 
Google Maps,district government office,921110,Executive Offices 
Google Maps,city hall,921110,Executive Offices 
Google Maps,state government office,921110,Executive Offices 
Google Maps,government office,921110,Executive Offices 
Google Maps,county government office,921110,Executive Offices 
Google Maps,city government office,921110,Executive Offices 
Overture,Local government office,921110,Executive Offices 
LinkedIn,Executive Office,921110,Executive Offices 
Google Maps,house cleaning services,814110,Private Households
Google Maps,Household Services,814110,Private Households
Overture,nanny services,814110,Private Households
Google Maps,"Athletic associations and leagues, regulatory",813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,Tenants' associations ,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,Property owners' associations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,Cooperative owners' associations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,Condominium and homeowners' associations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,armed forces association,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,housing cooperative,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,housing association,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,residents association,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,historical society,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,homeowners' association,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,housing society,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Overture,Association / Organization,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Overture,homeowner association,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
Google Maps,Republican,813940,Political Organizations 
Google Maps,Political Organizations,813940,Political Organizations 
Google Maps,"Democrats, Republicans",813940,Political Organizations 
Google Maps,Democrat,813940,Political Organizations 
Google Maps,"Campaign organizations, political",813940,Political Organizations 
Google Maps,Political parties,813940,Political Organizations 
Google Maps,Political organizations or clubs,813940,Political Organizations 
Google Maps,Political campaign organizations,813940,Political Organizations 
Google Maps,Political action committees ,813940,Political Organizations 
Google Maps,political party office,813940,Political Organizations 
Overture,political organization,813940,Political Organizations 
Google Maps,tenant's union,813930,Labor Unions and Similar Labor Organizations 
Google Maps,notaries association,813930,Labor Unions and Similar Labor Organizations 
Google Maps,labor union,813930,Labor Unions and Similar Labor Organizations 
Overture,Trade Union,813930,Labor Unions and Similar Labor Organizations 
Google Maps,Professional Organizations,813920,Professional Organizations 
Google Maps,Professional Organization,813920,Professional Organizations 
Google Maps,Bar associations,813920,Professional Organizations 
Google Maps,Professional standards review boards,813920,Professional Organizations 
Google Maps,Peer review boards,813920,Professional Organizations 
Google Maps,Learned societies,813920,Professional Organizations 
Google Maps,Health professionals' associations,813920,Professional Organizations 
Google Maps,Engineers' associations,813920,Professional Organizations 
Google Maps,Dentists' associations,813920,Professional Organizations 
Google Maps,Professional association,813920,Professional Organizations 
Google Maps,professional and hobby associations,813920,Professional Organizations 
Google Maps,sacem,813920,Professional Organizations 
Google Maps,ecologists association,813920,Professional Organizations 
Google Maps,architects association,813920,Professional Organizations 
Google Maps,nursing association,813920,Professional Organizations 
Google Maps,lawyers association,813920,Professional Organizations 
Overture,Chamber of handicrafts,813920,Professional Organizations 
Overture,private association,813920,Professional Organizations 
Google Maps,Industry Associations,813910,Business Associations 
Google Maps,association,813910,Business Associations 
Google Maps,Agricultural organizations ,813910,Business Associations 
Google Maps,Trade associations,813910,Business Associations 
Google Maps,Real estate boards,813910,Business Associations 
Google Maps,Manufacturers' associations,813910,Business Associations 
Google Maps,Chambers of commerce,813910,Business Associations 
Google Maps,chamber of agriculture,813910,Business Associations 
Google Maps,cooperative,813910,Business Associations 
Google Maps,farm bureau,813910,Business Associations 
Google Maps,motoring club,813910,Business Associations 
Google Maps,agricultural association,813910,Business Associations 
Google Maps,agricultural organization,813910,Business Associations 
Google Maps,chamber of commerce,813910,Business Associations 
Overture,domestic business and trade organizations,813910,Business Associations 
Overture,agriculture association,813910,Business Associations 
Overture,volunteer association,813910,Business Associations 
Google Maps,Social Organizations,813410,Civic and Social Organizations 
Google Maps,Social Organization,813410,Civic and Social Organizations 
Google Maps,"Civic Orginzation, Social Organization",813410,Civic and Social Organizations 
Google Maps,Civic Orginzation,813410,Civic and Social Organizations 
Google Maps,Civic and Social Organizations,813410,Civic and Social Organizations 
Google Maps,Civic,813410,Civic and Social Organizations 
Google Maps,Alumni associations,813410,Civic and Social Organizations 
Google Maps,Scouting organizations,813410,Civic and Social Organizations 
Google Maps,Parent-teacher associations,813410,Civic and Social Organizations 
Google Maps,Granges,813410,Civic and Social Organizations 
Google Maps,Ethnic associations,813410,Civic and Social Organizations 
Google Maps,Booster clubs,813410,Civic and Social Organizations 
Google Maps,Automobile clubs ,813410,Civic and Social Organizations 
Google Maps,Dance association,813410,Civic and Social Organizations 
Google Maps,non-profit organisation,813410,Civic and Social Organizations 
Google Maps,stamp collectors club,813410,Civic and Social Organizations 
Google Maps,missing persons organization,813410,Civic and Social Organizations 
Google Maps,scout home,813410,Civic and Social Organizations 
Google Maps,veterans,813410,Civic and Social Organizations 
Google Maps,carnival club,813410,Civic and Social Organizations 
Google Maps,foreign exchange students organization,813410,Civic and Social Organizations 
Google Maps,anime club,813410,Civic and Social Organizations 
Google Maps,singles organization,813410,Civic and Social Organizations 
Google Maps,scout hall,813410,Civic and Social Organizations 
Google Maps,leagues club,813410,Civic and Social Organizations 
Google Maps,computer club,813410,Civic and Social Organizations 
Google Maps,scale model club,813410,Civic and Social Organizations 
Google Maps,wine club,813410,Civic and Social Organizations 
Google Maps,bridge club,813410,Civic and Social Organizations 
Google Maps,students support association,813410,Civic and Social Organizations 
Google Maps,youth group,813410,Civic and Social Organizations 
Google Maps,board game club,813410,Civic and Social Organizations 
Google Maps,bicycle club,813410,Civic and Social Organizations 
Google Maps,cultural association,813410,Civic and Social Organizations 
Google Maps,gay & lesbian organization,813410,Civic and Social Organizations 
Google Maps,workers' club,813410,Civic and Social Organizations 
Google Maps,chess club,813410,Civic and Social Organizations 
Google Maps,women's organization,813410,Civic and Social Organizations 
Google Maps,youth club,813410,Civic and Social Organizations 
Google Maps,veterans center,813410,Civic and Social Organizations 
Google Maps,scouting,813410,Civic and Social Organizations 
Google Maps,masonic center,813410,Civic and Social Organizations 
Google Maps,hunting club,813410,Civic and Social Organizations 
Google Maps,social club,813410,Civic and Social Organizations 
Google Maps,veterans organization,813410,Civic and Social Organizations 
Google Maps,youth organization,813410,Civic and Social Organizations 
Google Maps,fraternal organization,813410,Civic and Social Organizations 
Google Maps,association or organization,813410,Civic and Social Organizations 
Overture,Community centre,813410,Civic and Social Organizations 
Overture,Youth organisation,813410,Civic and Social Organizations 
Overture,Women's Organisation,813410,Civic and Social Organizations 
Overture,non governmental association,813410,Civic and Social Organizations 
Overture,social service organizations,813410,Civic and Social Organizations 
Google Maps,Advocacy,813319,Other Social Advocacy Organizations 
Google Maps,Community action advocacy organizations,813319,Other Social Advocacy Organizations 
Google Maps,Taxpayers' advocacy organizations,813319,Other Social Advocacy Organizations 
Google Maps,Substance abuse prevention advocacy organizations,813319,Other Social Advocacy Organizations 
Google Maps,Peace advocacy organizations,813319,Other Social Advocacy Organizations 
Google Maps,Firearms advocacy organizations,813319,Other Social Advocacy Organizations 
Google Maps,patients support association,813319,Other Social Advocacy Organizations 
Google Maps,consumer advice center,813319,Other Social Advocacy Organizations 
Overture,organization,813319,Other Social Advocacy Organizations 
Google Maps,Wildlife Organization,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,"Environmental, Conservation, Wildlife Organization",813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Environmental,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Conservation,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Animal rights organizations,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Wildlife preservation organizations,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Natural resource preservation organizations,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Humane societies without animal shelters,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Conservation advocacy organizations,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,citizen information bureau,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,environmental protection organization,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,environmental organization,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,animal protection organization,813312,"Environment, Conservation and Wildlife Organizations "
Overture,environmental and ecological services for businesses,813312,"Environment, Conservation and Wildlife Organizations "
Overture,environmental conservation and ecological organizations,813312,"Environment, Conservation and Wildlife Organizations "
Overture,environmental renewable natural resource,813312,"Environment, Conservation and Wildlife Organizations "
Overture,environmental conservation organization,813312,"Environment, Conservation and Wildlife Organizations "
Google Maps,Human Rights,813311,Human Rights Organizations 
Google Maps,Civil liberties organizations,813311,Human Rights Organizations 
Google Maps,Veterans' rights organizations,813311,Human Rights Organizations 
Google Maps,Senior citizens' advocacy organizations,813311,Human Rights Organizations 
Google Maps,Human rights advocacy organizations,813311,Human Rights Organizations 
Overture,Charity shop,813311,Human Rights Organizations 
Overture,Voluntary organisation,813311,Human Rights Organizations 
Overture,gay and lesbian services organization,813311,Human Rights Organizations 
Google Maps,"Philanthropic, Fundraising",813219,Other Grantmaking and Giving Services 
Google Maps,Philanthropic Fundraising Services,813219,Other Grantmaking and Giving Services 
Google Maps,Philanthropic,813219,Other Grantmaking and Giving Services 
Google Maps,Community chest fundraising organizations,813219,Other Grantmaking and Giving Services 
Google Maps,United funds for colleges,813219,Other Grantmaking and Giving Services 
Google Maps,United fund councils,813219,Other Grantmaking and Giving Services 
Google Maps,Charities,813219,Other Grantmaking and Giving Services 
Google Maps,non-governmental organization,813219,Other Grantmaking and Giving Services 
Google Maps,volunteer organization,813219,Other Grantmaking and Giving Services 
Google Maps,donations center,813219,Other Grantmaking and Giving Services 
Google Maps,charity,813219,Other Grantmaking and Giving Services 
Google Maps,non-profit organization,813219,Other Grantmaking and Giving Services 
Overture,community services non profits,813219,Other Grantmaking and Giving Services 
Overture,donation center,813219,Other Grantmaking and Giving Services 
LinkedIn,Philanthropy,813219,Other Grantmaking and Giving Services 
Google Maps,Non-profit Organizations,813219,Other Grantmaking and Giving Services 
Google Maps,Non-profit,813219,Other Grantmaking and Giving Services 
Google Maps,Non Profit,813219,Other Grantmaking and Giving Services 
LinkedIn,Non-Profit Organization Management,813219,Other Grantmaking and Giving Services 
Google Maps,social servicess,813212,Voluntary Health Organizations 
Google Maps,Voluntary Health Organization,813212,Voluntary Health Organizations 
Google Maps,Disease awareness fundraising organizations,813212,Voluntary Health Organizations 
Google Maps,Voluntary health organizations,813212,Voluntary Health Organizations 
Google Maps,Health research fundraising organizations,813212,Voluntary Health Organizations 
Google Maps,Disease research fundraising organizations,813212,Voluntary Health Organizations 
Google Maps,social services,813212,Voluntary Health Organizations 
Google Maps,Fundraising,813211,Grantmaking Foundations 
