Source,Category or Key Word,NAICS 6 Code,NAICS 6 Title
Facebook,home service,811490,Other Personal and Household Goods Repair and Maintenance 
Google Maps,Leather Goods Repair,811430,Footwear and Leather Goods Repair
Google Maps,Footwear and Leather Goods Repair,811430,Footwear and Leather Goods Repair
Google Maps,leather repair service,811430,Footwear and Leather Goods Repair
Google Maps,shoe repair shop,811430,Footwear and Leather Goods Repair
Overture,shoe repair,811430,Footwear and Leather Goods Repair
Google Maps,"Reupholstery,Furniture Repair",811420,Reupholstery and Furniture Repair
Google Maps,Reupholstery and Furniture Repair,811420,Reupholstery and Furniture Repair
Google Maps,Reupholstery,811420,Reupholstery and Furniture Repair
Google Maps,Furniture Repair,811420,Reupholstery and Furniture Repair
Google Maps,paint stripping service,811420,Reupholstery and Furniture Repair
Google Maps,antique furniture restoration service,811420,Reupholstery and Furniture Repair
Google Maps,auto upholsterer,811420,Reupholstery and Furniture Repair
Google Maps,upholstery shop,811420,Reupholstery and Furniture Repair
Overture,Furniture repair shop,811420,Reupholstery and Furniture Repair
Overture,furniture reupholstery,811420,Reupholstery and Furniture Repair
Google Maps,"Appliance Repair, Appliance Maintenance",811412,Appliance Repair and Maintenance 
Google Maps,Appliance Repair,811412,Appliance Repair and Maintenance 
Google Maps,Appliance Maintenance,811412,Appliance Repair and Maintenance 
Google Maps,microwave oven repair service,811412,Appliance Repair and Maintenance 
Google Maps,hot tub repair service,811412,Appliance Repair and Maintenance 
Google Maps,vacuum cleaner repair shop,811412,Appliance Repair and Maintenance 
Google Maps,refrigerator repair service,811412,Appliance Repair and Maintenance 
Google Maps,screen repair service,811412,Appliance Repair and Maintenance 
Google Maps,small appliance repair service,811412,Appliance Repair and Maintenance 
Google Maps,appliance repair service,811412,Appliance Repair and Maintenance 
Google Maps,appliances customer service,811412,Appliance Repair and Maintenance 
Overture,Central Heating Service,811412,Appliance Repair and Maintenance 
Overture,washer and dryer repair service,811412,Appliance Repair and Maintenance 
Google Maps,"Home Equipment Repair, Home Equipment Maintenance",811411,Home and Garden Equipment Repair and Maintenance 
Google Maps,Home Equipment Repair,811411,Home and Garden Equipment Repair and Maintenance 
Google Maps,Home Equipment Maintenance,811411,Home and Garden Equipment Repair and Maintenance 
Google Maps,lawn mower repair service,811411,Home and Garden Equipment Repair and Maintenance 
Google Maps,small engine repair service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,ceiling and roofing repair and service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,bathtub and sink repairs,811411,Home and Garden Equipment Repair and Maintenance 
Overture,carpet installation,811411,Home and Garden Equipment Repair and Maintenance 
Overture,foundation repair,811411,Home and Garden Equipment Repair and Maintenance 
Overture,garage door service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,glass and mirror sales service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,grout service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,gutter service,811411,Home and Garden Equipment Repair and Maintenance 
Overture,generator installation repair,811411,Home and Garden Equipment Repair and Maintenance 
Google Maps,Industrial Machinery Maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,"Commercial Equipment Repair, Commercial Equipment Maintenance",811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,Commercial Equipment Repair,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,Commercial Equipment Maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,Commercial and Industrial Machinery Maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,Machine maintenance service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,train repairing center,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,road construction machine repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,scale repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,air compressor repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,tool repair shop,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,furnace repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,farm equipment repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,electric motor repair shop,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,hydraulic repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,air conditioning repair service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,saw sharpening service,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Overture,b2b equipment maintenance and repair,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
Google Maps,Precision Equipment Maintenance,811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,"Electronic Equipment Repair, Electronic Equipment Maintenance",811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,Electronic Equipment Repair,811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,Electronic Equipment Maintenance,811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,Electronic and Precision Equipment Maintenance,811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,Electronic,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,mobile phone repair,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,electronics repair shop,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Mobile phone repair shop,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Phone repair service,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Audio visual equipment repair service,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Computer repair service,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Electrical repair shop,811210,Electronic and Precision Equipment Repair and Maintenance 
Overture,Wheelchair repair service,811210,Electronic and Precision Equipment Repair and Maintenance 
Google Maps,Vehicle Repair and Maintenance,811198,All Other Automotive Repair and Maintenance 
Google Maps,Vehicle Repair,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive Maintenance,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive air-conditioning repair shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive rustproofing and undercoating shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive tire repair shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive air-conditioning repair shops,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive rustproofing and undercoating shops,811198,All Other Automotive Repair and Maintenance 
Google Maps,Automotive tire repair shops,811198,All Other Automotive Repair and Maintenance 
Google Maps,Vehicle inspection service,811198,All Other Automotive Repair and Maintenance 
Google Maps,auto radiator repair service,811198,All Other Automotive Repair and Maintenance 
Google Maps,trailer repair shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,diesel engine repair service,811198,All Other Automotive Repair and Maintenance 
Google Maps,cng fitment center,811198,All Other Automotive Repair and Maintenance 
Google Maps,auto sunroof shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,car security system installer,811198,All Other Automotive Repair and Maintenance 
Google Maps,radiator shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,vehicle inspection,811198,All Other Automotive Repair and Maintenance 
Google Maps,tuning automobile,811198,All Other Automotive Repair and Maintenance 
Google Maps,car inspection station,811198,All Other Automotive Repair and Maintenance 
Google Maps,brake shop,811198,All Other Automotive Repair and Maintenance 
Google Maps,smog inspection station,811198,All Other Automotive Repair and Maintenance 
Overture,RV repair shop,811198,All Other Automotive Repair and Maintenance 
Overture,MOT Centre,811198,All Other Automotive Repair and Maintenance 
Overture,Motorbike repair shop,811198,All Other Automotive Repair and Maintenance 
Overture,auto glass service,811198,All Other Automotive Repair and Maintenance 
Overture,automotive consultant,811198,All Other Automotive Repair and Maintenance 
Overture,transmission repair,811198,All Other Automotive Repair and Maintenance 
Overture,auto upholstery,811198,All Other Automotive Repair and Maintenance 
Google Maps,RV detailing service,811192,Car Washes 
Google Maps,self service car wash,811192,Car Washes 
Google Maps,car detailing service,811192,Car Washes 
Google Maps,car wash,811192,Car Washes 
Overture,Valeting service,811192,Car Washes 
Overture,auto detailing,811192,Car Washes 
Overture,automotive wheel polishing service,811192,Car Washes 
Google Maps,oil change services,811191,Automotive Oil Change and Lubrication Shops 
Google Maps,Oil Change,811191,Automotive Oil Change and Lubrication Shops 
Google Maps,oil change service,811191,Automotive Oil Change and Lubrication Shops 
Overture,oil change station,811191,Automotive Oil Change and Lubrication Shops 
Google Maps,window tinting services,811122,Automotive Glass Replacement Shops 
Google Maps,Windshield Replacement,811122,Automotive Glass Replacement Shops 
Google Maps,auto glass repair service,811122,Automotive Glass Replacement Shops 
Google Maps,auto window tinting service,811122,Automotive Glass Replacement Shops 
Google Maps,window tinting service,811122,Automotive Glass Replacement Shops 
Google Maps,auto glass shop,811122,Automotive Glass Replacement Shops 
Overture,Glass repair service,811122,Automotive Glass Replacement Shops 
Overture,windshield installation and repair,811122,Automotive Glass Replacement Shops 
Google Maps,auto dent removal services,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto restoration services,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto detailing services,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Car Repair,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Body Shop,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,"Auo Repair, Body Shop, Car Repair",811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Auo Repair,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive body shop,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,"Restoration shop, antique and classic automotive",811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive paint shop,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive body conversion service,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive body shops,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,"Restoration shops, antique and classic automotive",811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive paint shops,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive body conversion services,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto painting,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto bodywork mechanic,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto dent removal service,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto restoration service,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,auto body shop,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Overture,Car Body Shop,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Overture,auto customization,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Overture,car window tinting,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Overture,Vehicle Upholsterer,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
Google Maps,Automotive brake repair shop,811114,Specialized Automotive Repair 
Google Maps,Automotive tune-up shop,811114,Specialized Automotive Repair 
Google Maps,Automotive transmission repair shop,811114,Specialized Automotive Repair 
Google Maps,Automotive suspension repair shop,811114,Specialized Automotive Repair 
Google Maps,Automotive exhaust system replacement and repair shop,811114,Specialized Automotive Repair 
Google Maps,Automotive electrical repair shop,811114,Specialized Automotive Repair 
Google Maps,Automotive brake repair shops,811114,Specialized Automotive Repair 
Google Maps,Automotive tune-up shops,811114,Specialized Automotive Repair 
Google Maps,Automotive transmission repair shops,811114,Specialized Automotive Repair 
Google Maps,Automotive suspension repair shops,811114,Specialized Automotive Repair 
Google Maps,Automotive exhaust system replacement and repair shops,811114,Specialized Automotive Repair 
Google Maps,Automotive electrical repair shops,811114,Specialized Automotive Repair 
Overture,auto electrical repair,811114,Specialized Automotive Repair 
Overture,diy auto shop,811114,Specialized Automotive Repair 
Overture,motorcycle repair,811114,Specialized Automotive Repair 
Overture,recreation vehicle repair,811114,Specialized Automotive Repair 
Overture,vehicle wrap,811114,Specialized Automotive Repair 
Google Maps,Automotive Repair,811111,General Automotive Repair 
Google Maps,General automotive repair shop,811111,General Automotive Repair 
Google Maps,Automotive engine repair and replacement shop,811111,General Automotive Repair 
Google Maps,Repair garage,811111,General Automotive Repair 
Google Maps,General automotive repair shops,811111,General Automotive Repair 
Google Maps,Automotive engine repair and replacement shops,811111,General Automotive Repair 
Google Maps,auto repair shop,811111,General Automotive Repair 
Google Maps,car service,811111,General Automotive Repair 
Google Maps,auto tune up service,811111,General Automotive Repair 
Google Maps,engine rebuilding service,811111,General Automotive Repair 
Google Maps,car repair and maintenance,811111,General Automotive Repair 
Google Maps,transmission shop,811111,General Automotive Repair 
Google Maps,car repair and maintenance service,811111,General Automotive Repair 
Overture,Mechanic,811111,General Automotive Repair 
Overture,Truck repair shop,811111,General Automotive Repair 
Overture,Vehicle repair shop,811111,General Automotive Repair 
Overture,automotive services and repair,811111,General Automotive Repair 
Overture,brake service and repair,811111,General Automotive Repair 
Overture,engine repair service,811111,General Automotive Repair 
Overture,exhaust and muffler repair,811111,General Automotive Repair 
Overture,hybrid car repair,811111,General Automotive Repair 
Overture,motorsport vehicle repair,811111,General Automotive Repair 
Overture,trailer repair,811111,General Automotive Repair 
Overture,truck repair,811111,General Automotive Repair 
Facebook,wheel and rim repair,811111,General Automotive Repair 
Google Maps,snack bars,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Pretzel shop, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Doughnut shop, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Cookie shop, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Coffee shop, on premise brewing",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Bagel shop, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Beverage bars, nonalcoholic, fixed location",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Pretzel shops, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,Ice cream parlors,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Doughnut shops, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Cookie shops, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Coffee shops, on premise brewing",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Bagel shops, on premise baking and carryout service",722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,Tea and coffee shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,coffee store,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,bubble tea store,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,sweets and dessert buffet,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,chinese tea house,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,oxygen cocktail spot,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,chocolate cafe,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,dog cafe,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,açaí shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,espresso bar,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,coffee stand,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,snack bar,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,tea house,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,frozen yogurt shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,dessert shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,donut shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,juice shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,ice cream shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,cafe,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,coffee shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,Doughnut Shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,Wedding cake shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,coffee roastery,722515,Snack and Nonalcoholic Beverage Bars 
Overture,coffee and tea supplies,722515,Snack and Nonalcoholic Beverage Bars 
Overture,desserts,722515,Snack and Nonalcoholic Beverage Bars 
Overture,frozen yoghurt shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,shaved ice shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,shaved snow shop,722515,Snack and Nonalcoholic Beverage Bars 
Overture,imported food,722515,Snack and Nonalcoholic Beverage Bars 
Overture,indian sweets shop,722515,Snack and Nonalcoholic Beverage Bars 
Google Maps,"Cafeteria, buffet",722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,buffet,722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,cha chaan teng (hong kong-style cafe),722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,childrens party buffet,722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,grill,722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,cafeteria,722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,buffet restaurant,722514,"Cafeterias, Grill Buffets, and Buffets "
Overture,bubble tea,722514,"Cafeterias, Grill Buffets, and Buffets "
Overture,milk bar,722514,"Cafeterias, Grill Buffets, and Buffets "
Overture,milkshake bar,722514,"Cafeterias, Grill Buffets, and Buffets "
Overture,tabac,722514,"Cafeterias, Grill Buffets, and Buffets "
Overture,smoothie juice bar,722514,"Cafeterias, Grill Buffets, and Buffets "
Google Maps,Takeout sandwich shop,722513,Limited-Service Restaurants 
Google Maps,Pizza delivery shop,722513,Limited-Service Restaurants 
Google Maps,Delicatessen restaurants,722513,Limited-Service Restaurants 
Google Maps,Takeout sandwich shops,722513,Limited-Service Restaurants 
Google Maps,Takeout eating places,722513,Limited-Service Restaurants 
Google Maps,Pizza delivery shops,722513,Limited-Service Restaurants 
Google Maps,Fast-food restaurants,722513,Limited-Service Restaurants 
Google Maps,Fast casual restaurants,722513,Limited-Service Restaurants 
Google Maps,"Family restaurants, limited-service",722513,Limited-Service Restaurants 
Google Maps,frituur,722513,Limited-Service Restaurants 
Google Maps,hong kong style fast food restaurant,722513,Limited-Service Restaurants 
Google Maps,night market,722513,Limited-Service Restaurants 
Google Maps,hoagie restaurant,722513,Limited-Service Restaurants 
Google Maps,pizza takeaway,722513,Limited-Service Restaurants 
Google Maps,delivery chinese restaurant,722513,Limited-Service Restaurants 
Google Maps,indian takeaway,722513,Limited-Service Restaurants 
Google Maps,kebab shop,722513,Limited-Service Restaurants 
Google Maps,self service restaurant,722513,Limited-Service Restaurants 
Google Maps,pancake restaurant,722513,Limited-Service Restaurants 
Google Maps,sushi takeaway,722513,Limited-Service Restaurants 
Google Maps,chinese takeaway,722513,Limited-Service Restaurants 
Google Maps,fried chicken takeaway,722513,Limited-Service Restaurants 
Google Maps,burrito restaurant,722513,Limited-Service Restaurants 
Google Maps,salad shop,722513,Limited-Service Restaurants 
Google Maps,pizza takeout,722513,Limited-Service Restaurants 
Google Maps,delivery restaurant,722513,Limited-Service Restaurants 
Google Maps,takeout restaurant,722513,Limited-Service Restaurants 
Google Maps,breakfast restaurant,722513,Limited-Service Restaurants 
Google Maps,pizza delivery,722513,Limited-Service Restaurants 
Google Maps,sandwich shop,722513,Limited-Service Restaurants 
Overture,Fish & chips shop,722513,Limited-Service Restaurants 
Overture,Fish and chips takeaway,722513,Limited-Service Restaurants 
Overture,Establishment,722513,Limited-Service Restaurants 
Overture,Children's cafe,722513,Limited-Service Restaurants 
Overture,Tea room,722513,Limited-Service Restaurants 
Overture,friterie,722513,Limited-Service Restaurants 
Overture,street vendor,722513,Limited-Service Restaurants 
Overture,specialty foods,722513,Limited-Service Restaurants 
Overture,delicatessen,722513,Limited-Service Restaurants 
Google Maps,self services restaurant,722511,Full-Service Restaurants 
Google Maps,steak restaurant,722511,Full-Service Restaurants 
Google Maps,diners,722511,Full-Service Restaurants 
Google Maps,Pizza,722511,Full-Service Restaurants 
Google Maps,Burger,722511,Full-Service Restaurants 
Google Maps,bar restaurant furniture store,722511,Full-Service Restaurants 
Google Maps,Restaurants,722511,Full-Service Restaurants 
Google Maps,Hyderabadi restaurant,722511,Full-Service Restaurants 
Google Maps,Kaiseki restaurant,722511,Full-Service Restaurants 
Google Maps,Haleem restaurant,722511,Full-Service Restaurants 
Google Maps,Ikan bakar restaurant,722511,Full-Service Restaurants 
Google Maps,Yakisoba Restaurant,722511,Full-Service Restaurants 
Google Maps,Okonomiyaki restaurant,722511,Full-Service Restaurants 
Google Maps,Palestinian restaurant,722511,Full-Service Restaurants 
Google Maps,Kerala restaurant,722511,Full-Service Restaurants 
Google Maps,new zealand restaurant,722511,Full-Service Restaurants 
Google Maps,new england restaurant,722511,Full-Service Restaurants 
Google Maps,new american restaurant,722511,Full-Service Restaurants 
Google Maps,syokudo and teishoku restaurant,722511,Full-Service Restaurants 
Google Maps,sukiyaki and shabu shabu restaurant,722511,Full-Service Restaurants 
Google Maps,vegetarian cafe and deli,722511,Full-Service Restaurants 
Google Maps,food and drink,722511,Full-Service Restaurants 
Google Maps,zhejiang restaurant,722511,Full-Service Restaurants 
Google Maps,fujian restaurant,722511,Full-Service Restaurants 
Google Maps,unagi restaurant,722511,Full-Service Restaurants 
Google Maps,korean beef restaurant,722511,Full-Service Restaurants 
Google Maps,north eastern indian restaurant,722511,Full-Service Restaurants 
Google Maps,yucatan restaurant,722511,Full-Service Restaurants 
Google Maps,fugu restaurant,722511,Full-Service Restaurants 
Google Maps,doner kebab restaurant,722511,Full-Service Restaurants 
Google Maps,tempura restaurant,722511,Full-Service Restaurants 
Google Maps,ethnic restaurant,722511,Full-Service Restaurants 
Google Maps,kyoto style japanese restaurant,722511,Full-Service Restaurants 
Google Maps,japanized western restaurant,722511,Full-Service Restaurants 
Google Maps,satay restaurant,722511,Full-Service Restaurants 
Google Maps,tunisian restaurant,722511,Full-Service Restaurants 
Google Maps,alsace restaurant,722511,Full-Service Restaurants 
Google Maps,dojo restaurant,722511,Full-Service Restaurants 
Google Maps,raclette restaurant,722511,Full-Service Restaurants 
Google Maps,franconian restaurant,722511,Full-Service Restaurants 
Google Maps,steamboat restaurant,722511,Full-Service Restaurants 
Google Maps,lithuanian restaurant,722511,Full-Service Restaurants 
Google Maps,haute french restaurant,722511,Full-Service Restaurants 
Google Maps,bulgarian restaurant,722511,Full-Service Restaurants 
Google Maps,angler fish restaurant,722511,Full-Service Restaurants 
Google Maps,punjabi restaurant,722511,Full-Service Restaurants 
Google Maps,dance restaurant,722511,Full-Service Restaurants 
Google Maps,pennsylvania dutch restaurant,722511,Full-Service Restaurants 
Google Maps,japanese regional restaurant,722511,Full-Service Restaurants 
Google Maps,floridian restaurant,722511,Full-Service Restaurants 
Google Maps,danish restaurant,722511,Full-Service Restaurants 
Google Maps,north african restaurant,722511,Full-Service Restaurants 
Google Maps,uruguayan restaurant,722511,Full-Service Restaurants 
Google Maps,japanese sweets restaurant,722511,Full-Service Restaurants 
Google Maps,arab restaurant,722511,Full-Service Restaurants 
Google Maps,roman restaurant,722511,Full-Service Restaurants 
Google Maps,modern british restaurant,722511,Full-Service Restaurants 
Google Maps,norwegian restaurant,722511,Full-Service Restaurants 
Google Maps,cape verdean restaurant,722511,Full-Service Restaurants 
Google Maps,serbian restaurant,722511,Full-Service Restaurants 
Google Maps,romanian restaurant,722511,Full-Service Restaurants 
Google Maps,canadian restaurant,722511,Full-Service Restaurants 
Google Maps,biryani restaurant,722511,Full-Service Restaurants 
Google Maps,carvery,722511,Full-Service Restaurants 
Google Maps,czech restaurant,722511,Full-Service Restaurants 
Google Maps,english restaurant,722511,Full-Service Restaurants 
Google Maps,afghani restaurant,722511,Full-Service Restaurants 
Google Maps,tonkatsu restaurant,722511,Full-Service Restaurants 
Google Maps,box lunch restaurant,722511,Full-Service Restaurants 
Google Maps,salsa bar,722511,Full-Service Restaurants 
Google Maps,modern izakaya restaurant,722511,Full-Service Restaurants 
Google Maps,singaporean restaurant,722511,Full-Service Restaurants 
Google Maps,scandinavian restaurant,722511,Full-Service Restaurants 
Google Maps,indian muslim restaurant,722511,Full-Service Restaurants 
Google Maps,south african restaurant,722511,Full-Service Restaurants 
Google Maps,hungarian restaurant,722511,Full-Service Restaurants 
Google Maps,sfiha restaurant,722511,Full-Service Restaurants 
Google Maps,pacific rim restaurant,722511,Full-Service Restaurants 
Google Maps,dutch restaurant,722511,Full-Service Restaurants 
Google Maps,seafood donburi restaurant,722511,Full-Service Restaurants 
Google Maps,south asian restaurant,722511,Full-Service Restaurants 
Google Maps,yemenite restaurant,722511,Full-Service Restaurants 
Google Maps,french steakhouse restaurant,722511,Full-Service Restaurants 
Google Maps,neapolitan restaurant,722511,Full-Service Restaurants 
Google Maps,syrian restaurant,722511,Full-Service Restaurants 
Google Maps,polynesian restaurant,722511,Full-Service Restaurants 
Google Maps,sicilian restaurant,722511,Full-Service Restaurants 
Google Maps,tibetan restaurant,722511,Full-Service Restaurants 
Google Maps,costa rican restaurant,722511,Full-Service Restaurants 
Google Maps,austrian restaurant,722511,Full-Service Restaurants 
Google Maps,fish restaurant,722511,Full-Service Restaurants 
Google Maps,mid-atlantic restaurant (us),722511,Full-Service Restaurants 
Google Maps,cosplay cafe,722511,Full-Service Restaurants 
Google Maps,ukrainian restaurant,722511,Full-Service Restaurants 
Google Maps,yakitori restaurant,722511,Full-Service Restaurants 
Google Maps,eritrean restaurant,722511,Full-Service Restaurants 
Google Maps,sri lankan restaurant,722511,Full-Service Restaurants 
Google Maps,udon noodle restaurant,722511,Full-Service Restaurants 
Google Maps,yakiniku restaurant,722511,Full-Service Restaurants 
Google Maps,yemeni restaurant,722511,Full-Service Restaurants 
Google Maps,jewish restaurant,722511,Full-Service Restaurants 
Google Maps,eatery,722511,Full-Service Restaurants 
Google Maps,pan-latin restaurant,722511,Full-Service Restaurants 
Google Maps,raw food restaurant,722511,Full-Service Restaurants 
Google Maps,chilean restaurant,722511,Full-Service Restaurants 
Google Maps,basque restaurant,722511,Full-Service Restaurants 
Google Maps,contemporary louisiana restaurant,722511,Full-Service Restaurants 
Google Maps,swiss restaurant,722511,Full-Service Restaurants 
Google Maps,north indian restaurant,722511,Full-Service Restaurants 
Google Maps,oaxacan restaurant,722511,Full-Service Restaurants 
Google Maps,south indian restaurant,722511,Full-Service Restaurants 
Google Maps,native american restaurant,722511,Full-Service Restaurants 
Google Maps,meat dish restaurant,722511,Full-Service Restaurants 
Google Maps,suppon restaurant,722511,Full-Service Restaurants 
Google Maps,swedish restaurant,722511,Full-Service Restaurants 
Google Maps,tuscan restaurant,722511,Full-Service Restaurants 
Google Maps,castilian restaurant,722511,Full-Service Restaurants 
Google Maps,chophouse restaurant,722511,Full-Service Restaurants 
Google Maps,po’ boys restaurant,722511,Full-Service Restaurants 
Google Maps,egyptian restaurant,722511,Full-Service Restaurants 
